dataset,method,fold,seed,n_train,n_validation,n_features,feature_extraction_time,classifier_training_time,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,extractor_train_time,extractor_train_fitness,program
STL10,gp_original,1,42,6500,6500,2220,1378.518984499853,490.41965010017157,1.0,1.0,1.0,1.0,0.36338461538461536,0.36338461538461536,0.36722479525012675,0.3672247952501268,1203.0704209804535,40.89,"FC4(Hist(Image), HOG_R(GauD_R(RegionR(Image, 38, 31, 7, 56), 1, 0, 0)), HOG(Image), Hist(Image))"
STL10,gp_original,2,43,6500,6500,1476,2075.5740221999586,779.7063257000409,0.9964615384615385,0.9964615384615387,0.9964634452415838,0.996463445241584,0.408,0.40800000000000003,0.4074397463704661,0.4074397463704661,1514.5590455532074,46.29,"FC4(HOG_R(LoG1_R(GauD_R(SobelX_R(SobelY_R(RegionR(Mean(Image), 38, 32, 36, 39))), 2, 0, 0))), SIFT(Image), SIFT_R(Min_R(LoG2_R(RegionS(LoG1(Image), 38, 36, 24)))), SIFT_R(Med_R(Sobel_R(Med_R(Min_R(Med_R(RegionS(Image, 17, 33, 54))))))))"
