dataset,method,fold,seed,n_train,n_validation,n_features,feature_extraction_time,classifier_training_time,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,extractor_train_time,extractor_train_fitness,program
FEI,gp_modified,1,42,70,70,333,7.092741800006479,0.06784170004539192,1.0,1.0,1.0,1.0,0.8714285714285714,0.8714285714285713,0.8722968697968698,0.8722968697968698,6.22933554649353,97.14,"FC4(DIF(Image), uLBP_R(Lap_R(SobelY_R(GauD_R(RegionR(Image, 12, 34, 8, 11), 2, 0, 2)))), SIFT_R(Med_R(SobelX_R(LoG2_R(RegionS(Image, 59, 10, 31))))), SIFT(Image))"
FEI,gp_modified,2,43,70,70,778,8.18620550003834,0.06830339995212853,1.0,1.0,1.0,1.0,0.9571428571428572,0.9571428571428571,0.957948717948718,0.9579487179487179,6.941831588745117,98.57,"FC4(SIFT(Image), RIF_R(LoG2_R(SobelX_R(SobelY_R(LoG1_R(Min_R(Min_R(RegionS(Mean(Image), 56, 39, 43)))))))), Hist(Image), HOG(Image))"
