dataset,method,experiment_seed,fold,internal_seed,validation_macro_f1,program,program_length_chars,function_call_count,max_parenthesis_depth,unique_operator_count,top_feature_combiner,image_terminal_count,family_gradient_edge,family_texture_local_descriptor,family_intensity_statistics,family_smoothing_filtering,family_spatial_region,op__FC4,op__Hist,op__HOG_R,op__GauD_R,op__RegionR,op__HOG,op__SIFT_R,op__Med_R,op__Sobel_R,op__Min_R,op__RegionS,op__uLBP_R,op__SobelX_R,op__SobelY_R,op__LoG1_R,op__Mean,op__SIFT,op__Gau_R,op__LoG2_R,op__Max_R,op__Mean_R,op__Lap_R,op__DIF_R,op__GauD,op__LoG1,op__Gau,op__FC2,op__DIF,op__Min,op__SobelX,op__Med,op__Sobel,op__Max,op__uLBP,op__FC3,op__Lap,op__RIF_R,op__Hist_R,op__RIF,op__SobelY,op__LoG2
KSDD2,gp_modified,43,3,45,0.8211316706891929,"FC4(Hist(Image), Hist(Image), RIF_R(Gau_R(Min_R(Min_R(Med_R(Sobel_R(Gau_R(Min_R(GauD_R(Min_R(LoG2_R(Gau_R(SobelX_R(Med_R(Min_R(LoG2_R(Sobel_R(RegionS(LoG2(Image), 34, 33, 14)))))), 1))), 3, 0, 1)), 2))))), 2)), DIF(Image))",222,23,20,13,FC4,4,1,0,1,1,1,1.0,2.0,,1.0,,,,2.0,2.0,5.0,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0
KSDD2,gp_modified,43,4,46,0.8216577540106952,"FC2(Hist(Image), Hist(Image))",29,3,2,2,FC2,2,0,0,1,0,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
KSDD2,gp_modified,43,5,47,0.8500337255489769,"FC4(uLBP(Image), Hist_R(LoG2_R(LoG2_R(GauD_R(LoG1_R(Max_R(Med_R(LoG2_R(GauD_R(SobelY_R(SobelY_R(GauD_R(Sobel_R(GauD_R(LoG2_R(Sobel_R(RegionR(Image, 50, 8, 6, 37))), 3, 0, 2)), 1, 2, 1))), 3, 0, 1))))), 2, 1, 1)))), Hist(Image), Hist(Image))",240,21,18,12,FC4,4,1,1,1,0,1,1.0,2.0,,4.0,1.0,,,1.0,2.0,,,,,2.0,1.0,,,,4.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,
KSDD2,gp_original,42,1,42,0.8443530701754386,"FC4(Hist(GauD(Gau(Max(SobelX(Image)), 2), 1, 1, 0)), uLBP_R(LoG1_R(Sobel_R(Sobel_R(Mean_R(Mean_R(LoG2_R(Max_R(LoG2_R(Gau_R(Min_R(GauD_R(Mean_R(Max_R(GauD_R(Gau_R(Min_R(LoG1_R(RegionS(Image, 42, 59, 60))), 2), 1, 1, 2))), 3, 0, 2)), 2)))))))))), uLBP_R(Mean_R(SobelX_R(Lap_R(LoG1_R(LoG2_R(SobelY_R(Lap_R(LoG2_R(Med_R(Mean_R(Mean_R(SobelY_R(Min_R(LoG2_R(Med_R(RegionS(GauD(Image, 1, 1, 0), 13, 42, 22))))))))))))))))), DIF_R(Min_R(SobelY_R(LoG1_R(LoG2_R(SobelY_R(Lap_R(LoG2_R(Med_R(Mean_R(Mean_R(SobelY_R(Min_R(LoG2_R(Med_R(RegionS(GauD(Image, 1, 1, 0), 13, 33, 22)))))))))))))))))",579,60,20,21,FC4,4,1,1,1,1,1,1.0,1.0,,2.0,,,,4.0,2.0,5.0,3.0,2.0,1.0,5.0,4.0,,,2.0,8.0,2.0,8.0,3.0,1.0,3.0,,1.0,,,,1.0,,,1.0,,,,,,,,
KSDD2,gp_original,42,2,43,0.7985281698636748,"FC2(Hist(Image), Hist(Image))",29,3,2,2,FC2,2,0,0,1,0,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
KSDD2,gp_original,42,3,44,0.7519782893749715,"FC4(Hist_R(RegionR(Image, 60, 10, 51, 3)), SIFT_R(Gau_R(Lap_R(Mean_R(Min_R(LoG1_R(Gau_R(Med_R(Max_R(Lap_R(Mean_R(Med_R(Max_R(RegionR(Image, 11, 42, 42, 28))))))), 1))))), 1)), DIF(Max(Image)), SIFT(Image))",205,20,15,14,FC4,4,1,1,1,1,1,1.0,,,,2.0,,1.0,2.0,,1.0,,,,,1.0,,1.0,2.0,,2.0,2.0,2.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,
KSDD2,gp_original,42,4,45,0.8489326765188834,"FC4(Hist(Image), uLBP(Image), Hist(Image), Hist(Image))",55,5,2,3,FC4,4,0,1,1,0,0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
KSDD2,gp_original,42,5,46,0.8419519402319358,"FC3(Hist(Image), Hist(Image), Hist_R(RegionR(Max(Image), 4, 1, 8, 34)))",71,6,4,5,FC3,3,0,0,1,0,1,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,
KSDD2,gp_original,43,1,43,0.8084059569773856,"FC2(HOG_R(SobelY_R(SobelX_R(Sobel_R(LoG2_R(SobelY_R(Lap_R(LoG2_R(Min_R(Gau_R(RegionS(Image, 8, 53, 19), 1)))))))))), Hist(Image))",129,13,12,11,FC2,2,1,0,1,1,1,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,2.0,,,,1.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
KSDD2,gp_original,43,2,44,0.7852298811900436,"FC2(DIF(Image), SIFT(Image))",28,3,2,3,FC2,2,1,1,0,0,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
KSDD2,gp_original,43,3,45,0.8017241379310345,"FC4(Hist(Image), uLBP(Image), Hist(Image), HOG_R(Lap_R(Mean_R(RegionR(LoG2(Image), 44, 12, 11, 39)))))",102,9,6,8,FC4,4,1,1,1,0,1,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0
KSDD2,gp_original,43,4,46,0.8245557633855507,"FC3(SIFT(Image), Hist(Image), Hist(Image))",42,4,2,3,FC3,3,0,1,1,0,0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
KSDD2,gp_original,43,5,47,0.8543523573200993,"FC4(SIFT(Image), Hist_R(LoG2_R(LoG2_R(GauD_R(LoG1_R(Max_R(Med_R(LoG2_R(Lap_R(LoG1_R(SobelY_R(LoG2_R(LoG1_R(SobelY_R(LoG2_R(Mean_R(Max_R(Max_R(SobelX_R(Med_R(LoG2_R(LoG1_R(GauD_R(Min_R(SobelX_R(Min_R(RegionR(Gau(Image, 3), 2, 16, 57, 35)))), 2, 0, 1))))))))))))))))))), 2, 1, 1)))), Hist(Image), DIF(Image))",306,32,29,17,FC4,4,1,1,1,1,1,1.0,1.0,,2.0,1.0,,,2.0,,2.0,,,2.0,2.0,4.0,,1.0,,6.0,3.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,
MVTEC,gp_modified,42,1,42,0.5850235849056604,"FC4(HOG_R(Max_R(RegionS(Min(Min(Image)), 11, 50, 51))), Hist(Image), SIFT(Max(Max(LoG1(GauD(Image, 1, 2, 1))))), RIF_R(Gau_R(RegionS(Mean(Gau(Image, 3)), 34, 7, 11), 1)))",170,17,6,14,FC4,4,1,1,1,1,1,1.0,1.0,1.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,2.0,,,,2.0,,,,1.0,,,,
MVTEC,gp_modified,42,2,43,0.626488632262721,"FC4(RIF(Image), DIF(Image), Hist_R(Max_R(Sobel_R(RegionR(Image, 9, 29, 19, 21)))), SIFT(Image))",95,8,5,8,FC4,4,1,1,1,0,1,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,
MVTEC,gp_modified,42,3,44,0.6464848970863406,"FC4(Hist_R(Gau_R(RegionS(Image, 57, 22, 23), 2)), uLBP(Image), uLBP_R(Gau_R(LoG2_R(SobelY_R(Lap_R(Mean_R(Med_R(Max_R(Gau_R(LoG2_R(SobelY_R(Lap_R(Mean_R(Med_R(Max_R(RegionR(Image, 11, 42, 42, 28))))))), 1))))))), 1)), Hist(Image))",229,22,17,14,FC4,4,1,1,1,1,1,1.0,1.0,,,1.0,,,2.0,,,1.0,1.0,,2.0,,,,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,1.0,,,,1.0,,,
MVTEC,gp_modified,42,4,45,0.6896525136218772,"FC4(Hist(Image), Hist(Image), RIF_R(Gau_R(Min_R(Min_R(Med_R(Sobel_R(Gau_R(Med_R(Lap_R(RegionS(LoG2(Med(Image)), 39, 29, 12))), 2))))), 3)), DIF(Image))",151,16,13,12,FC4,4,1,0,1,1,1,1.0,2.0,,,,,,2.0,1.0,2.0,1.0,,,,,,,2.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0
MVTEC,gp_modified,42,5,46,0.6962918299668375,"FC2(Hist(Image), Hist(Image))",29,3,2,2,FC2,2,0,0,1,0,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
MVTEC,gp_modified,43,1,43,0.6456172960281745,"FC4(RIF(Image), DIF(Image), Hist_R(Max_R(Sobel_R(RegionR(Image, 10, 29, 19, 21)))), SIFT(Image))",96,8,5,8,FC4,4,1,1,1,0,1,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,
MVTEC,gp_modified,43,2,44,0.7548349714110791,"FC4(Hist_R(Gau_R(RegionS(Image, 23, 22, 23), 2)), uLBP(Image), uLBP_R(Gau_R(LoG2_R(SobelY_R(Lap_R(Mean_R(Med_R(Max_R(Gau_R(LoG2_R(SobelY_R(Lap_R(Mean_R(Med_R(Max_R(RegionR(Image, 11, 42, 42, 28))))))), 1))))))), 1)), Hist(Image))",229,22,17,14,FC4,4,1,1,1,1,1,1.0,1.0,,,1.0,,,2.0,,,1.0,1.0,,2.0,,,,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,1.0,,,,1.0,,,
MVTEC,gp_modified,43,3,45,0.6585485022738378,"FC4(Hist(Image), Hist(Image), RIF_R(Gau_R(Min_R(Min_R(Med_R(Sobel_R(Gau_R(Med_R(Lap_R(RegionS(LoG2(Med(Image)), 39, 29, 12))), 2))))), 3)), DIF(Image))",151,16,13,12,FC4,4,1,0,1,1,1,1.0,2.0,,,,,,2.0,1.0,2.0,1.0,,,,,,,2.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0
MVTEC,gp_modified,43,4,46,0.6796502864033765,"FC3(Hist(Image), DIF(GauD(Lap(Image), 3, 2, 2)), DIF(SobelX(Mean(Mean(Gau(Image, 3))))))",88,10,6,8,FC3,3,1,0,1,1,0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,2.0,,1.0,,,,,1.0,1.0,,,,,
MVTEC,gp_modified,43,5,47,0.6773288439955107,"FC4(uLBP(Image), Hist_R(LoG2_R(LoG2_R(GauD_R(LoG1_R(Max_R(Med_R(LoG2_R(LoG2_R(GauD_R(SobelY_R(SobelY_R(GauD_R(Sobel_R(GauD_R(LoG2_R(Sobel_R(RegionR(Image, 50, 8, 6, 37))), 3, 0, 2)), 1, 2, 1))), 3, 0, 1)))))), 2, 2, 1)))), RIF(Image), Hist(Image))",247,22,19,13,FC4,4,1,1,1,0,1,1.0,1.0,,4.0,1.0,,,1.0,2.0,,,,,2.0,1.0,,,,5.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,
MVTEC,gp_original,42,1,42,0.5161038961038961,"FC4(Hist_R(Gau_R(RegionS(Image, 31, 22, 21), 3)), DIF_R(LoG2_R(Gau_R(SobelX_R(Lap_R(GauD_R(Lap_R(SobelY_R(Gau_R(LoG2_R(Min_R(Max_R(Lap_R(SobelX_R(Lap_R(SobelX_R(SobelY_R(Min_R(Sobel_R(Sobel_R(Gau_R(Lap_R(LoG2_R(RegionS(Med(Image), 13, 50, 29))), 2)))))))))))), 3))), 3, 2, 1))), 1))), Hist_R(SobelX_R(Gau_R(Max_R(RegionR(Image, 1, 15, 39, 29)), 3))), DIF(Image))",362,35,26,16,FC4,4,1,0,1,1,1,1.0,,,1.0,1.0,,,,2.0,2.0,2.0,,4.0,2.0,,,,5.0,3.0,2.0,,5.0,1.0,,,,,1.0,,,1.0,,,,,,,2.0,,,
MVTEC,gp_original,42,2,43,0.6376811594202898,"FC2(HOG_R(SobelY_R(Gau_R(LoG1_R(Lap_R(LoG2_R(Min_R(Gau_R(RegionS(Image, 8, 53, 19), 1))))), 3))), Hist(Image))",110,11,10,10,FC2,2,1,0,1,1,1,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
MVTEC,gp_original,42,3,44,0.663955044153064,"FC4(Hist_R(RegionR(Image, 60, 10, 51, 3)), SIFT_R(Gau_R(Lap_R(Mean_R(Min_R(LoG1_R(Gau_R(Med_R(Max_R(GauD_R(Min_R(RegionS(Image, 2, 25, 53)), 3, 1, 2))), 1))))), 1)), DIF(Max(Image)), SIFT(Image))",195,18,13,16,FC4,4,1,1,1,1,1,1.0,,,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,
MVTEC,gp_original,42,4,45,0.7075157576576687,"FC4(Hist(Image), uLBP(Mean(Image)), HOG_R(Min_R(Med_R(Sobel_R(Gau_R(Med_R(Lap_R(RegionS(Mean(Image), 39, 29, 12))), 2))))), Hist_R(SobelX_R(SobelX_R(LoG2_R(SobelX_R(Max_R(LoG1_R(Med_R(Min_R(Med_R(Sobel_R(Gau_R(RegionS(Image, 11, 50, 57), 1)))))))))))))",252,26,14,16,FC4,4,1,1,1,1,1,1.0,1.0,1.0,,,,,4.0,2.0,2.0,2.0,,3.0,,1.0,2.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,
MVTEC,gp_original,42,5,46,0.7230533459826316,"FC3(SIFT(Image), Hist(Image), Hist_R(RegionR(Max(Image), 4, 28, 8, 34)))",72,6,4,6,FC3,3,0,1,1,0,1,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,
