dataset,method,fold,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,train_precision,train_recall,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,validation_precision,validation_recall
MVTEC,mlp,1,44,1380,345,50,64,0.001,14.376071299891919,cpu,0.6105354732361392,0.5177040217579275,-0.0928314514782117,0.7731884057971015,0.5924692486790487,0.5924475321251624,0.7167437586329595,0.7679814385150812,0.9870775347912525,0.7623188405797101,0.5761008704557091,0.5691703216374269,0.702116704805492,0.7623456790123457,0.9801587301587301
MVTEC,mlp,2,45,1380,345,50,64,0.001,14.237094699870795,cpu,0.6186003498409105,0.5270037865293199,-0.0915965633115906,0.768840579710145,0.5819282167954838,0.575748405755759,0.7068270888268351,0.7632183908045977,0.9900596421471173,0.7565217391304347,0.5653481822836661,0.5523356401384083,0.6916729351587182,0.7576687116564417,0.9801587301587301
MVTEC,mlp,3,46,1380,345,50,64,0.001,13.274452999932691,cpu,0.588708433897599,0.5191108354623767,-0.06959759843522229,0.7804347826086957,0.6049983521331901,0.6108439532089506,0.7284964276114082,0.7735408560311284,0.9880715705765407,0.7478260869565218,0.5492191500256016,0.5260465189723507,0.6754658041820253,0.7507598784194529,0.9801587301587301
MVTEC,mlp,4,47,1380,345,50,64,0.001,13.418244899949059,cpu,0.6043230512867803,0.545331605102705,-0.05899144618407537,0.7681159420289855,0.5946764072404696,0.5978127424872222,0.7180490771302934,0.7702596380802518,0.9721946375372393,0.7536231884057971,0.5944519793167755,0.599543896543719,0.7125833770219726,0.7694805194805194,0.9442231075697212
MVTEC,mlp,5,48,1380,345,50,64,0.001,14.378673400031403,cpu,0.6179757525955422,0.5039431444976641,-0.11403260809787807,0.7789855072463768,0.5928407315014735,0.5914286407649185,0.718606237929886,0.768348623853211,0.9980139026812314,0.7391304347826086,0.5412392981266424,0.5133228840125392,0.664181545590841,0.7446808510638298,0.9760956175298805
