metric,mean,std,n_folds
train_accuracy,0.773913043478261,0.005659601214425128,5
train_balanced_accuracy,0.5933825912699332,0.008199548181087514,5
train_macro_f1,0.5936562548684026,0.012647210153590714,5
train_weighted_f1,0.7177445180262765,0.007691401966727058,5
train_precision,0.7686697894568539,0.003759974396394132,5
train_recall,0.9870834575466763,0.00936730576697017,5
validation_accuracy,0.7518840579710144,0.008839391699696759,5
validation_balanced_accuracy,0.5652718960416789,0.021236796978325808,5
validation_macro_f1,0.5520838522608889,0.034368670401060106,5
validation_weighted_f1,0.6892040733518099,0.019585007691547064,5
validation_precision,0.7569871279265179,0.009688737602060125,5
validation_recall,0.9721589831151582,0.015715423087597227,5
