metric,mean,std,n_folds
train_accuracy,0.7921739130434783,0.013502393853741603,5
train_balanced_accuracy,0.6528745767072587,0.03996534467338891,5
train_macro_f1,0.6701204836136356,0.04335175293480017,5
train_weighted_f1,0.7619822585205617,0.02585920472714165,5
train_precision,0.7991642525049387,0.022172911653460803,5
train_recall,0.9566817565313185,0.01984605680174267,5
validation_accuracy,0.7495652173913043,0.02430292616377343,5
validation_balanced_accuracy,0.6006493955326627,0.03273054623932353,5
validation_macro_f1,0.6058009719266704,0.04252582390066104,5
validation_weighted_f1,0.714676355265941,0.027134819250439583,5
validation_precision,0.7754505292438311,0.01605814552828702,5
validation_recall,0.9252292417631063,0.04437427748774017,5
