metric,mean,std,n_folds
train_accuracy,0.8221739130434782,0.024281310108474626,5
train_balanced_accuracy,0.7154675149277707,0.04965693869946627,5
train_macro_f1,0.7382484611037592,0.047987109371496334,5
train_weighted_f1,0.806139121158904,0.032019695129336806,5
validation_accuracy,0.7605797101449275,0.014864790034734019,5
validation_balanced_accuracy,0.6352771524397991,0.019480241351141157,5
validation_macro_f1,0.6478880861636785,0.02065219134558721,5
validation_weighted_f1,0.739127113214418,0.014438082547489434,5
train_precision,0.8325113393823669,0.02811492558213565,5
train_recall,0.9481304822504892,0.008306182723436419,5
validation_precision,0.7933955235213068,0.01103707835144856,5
validation_recall,0.908600518560678,0.02611183958668376,5
