metric,mean,std,n_folds
train_accuracy,0.831304347826087,0.040571298299989025,5
train_balanced_accuracy,0.7344833196936429,0.07521387750533406,5
train_macro_f1,0.7547862920489055,0.07169707719776536,5
train_weighted_f1,0.8175020782195098,0.049545998045088864,5
validation_accuracy,0.7507246376811595,0.040111166675646515,5
validation_balanced_accuracy,0.6372278455981394,0.03929696141680108,5
validation_macro_f1,0.6487882915686873,0.0460841324413357,5
validation_weighted_f1,0.7354551679276831,0.03689850031866666,5
train_precision,0.8441499316176859,0.04285204773875449,5
train_recall,0.9455461866339204,0.00726951780197484,5
validation_precision,0.7959998942374057,0.01704724966874152,5
validation_recall,0.8848194523493328,0.04880087769778031,5
