metric,mean,std,n_folds
train_accuracy,0.7356521739130434,0.006178572100664404,5
train_balanced_accuracy,0.5239170911507198,0.019200453001344896,5
train_macro_f1,0.47664906182429084,0.0405655660120269,5
train_weighted_f1,0.6454028630956721,0.022992179484968144,5
validation_accuracy,0.728695652173913,0.008350643646891524,5
validation_balanced_accuracy,0.514973013134246,0.01703053724839259,5
validation_macro_f1,0.4625139725900887,0.03733387859785492,5
validation_weighted_f1,0.6359568705555875,0.01882847189075333,5
train_precision,0.7391131900474792,0.008333069449309467,5
train_recall,0.9856945713998038,0.0098704486746881,5
validation_precision,0.7354849817854257,0.005939864376998075,5
validation_recall,0.9808954657560236,0.01812018926770523,5
