dataset,method,fold,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1
STL10,cnn,1,42,6500,6500,20,64,0.001,225.40247939992696,cpu,1.998218988785377,0.8182658818318294,-1.1799531069535476,0.703076923076923,0.703076923076923,0.7007054247618247,0.7007054247618247,0.574,0.5740000000000001,0.570363410832188,0.5703634108321881
STL10,cnn,2,43,6500,6500,20,64,0.001,308.11914620012976,cpu,1.9919751703555768,0.9251550450325012,-1.0668201253230756,0.684923076923077,0.684923076923077,0.6883022896548341,0.6883022896548341,0.58,0.58,0.5807714005388741,0.5807714005388741
