metric,mean,std,n_folds
train_accuracy,0.694,0.012836707720001884,2
train_balanced_accuracy,0.694,0.012836707720001884,2
train_macro_f1,0.6945038572083294,0.008770340942126023,2
train_weighted_f1,0.6945038572083294,0.008770340942126023,2
validation_accuracy,0.577,0.004242640687119289,2
validation_balanced_accuracy,0.577,0.00424264068711921,2
validation_macro_f1,0.5755674056855311,0.007359560100117531,2
validation_weighted_f1,0.5755674056855311,0.007359560100117452,2
