dataset,method,fold,seed,n_train,n_validation,n_features,feature_extraction_time,classifier_training_time,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,extractor_train_time,extractor_train_fitness,program
STL10,gp_modified,1,42,6500,6500,2067,1087.9790606999304,436.2963602999225,1.0,1.0,1.0,1.0,0.3486153846153846,0.34861538461538455,0.35114575793709124,0.35114575793709124,839.2881529331207,38.48,"FC4(DIF_R(LoG2_R(RegionR(Image, 55, 53, 9, 48))), HOG_R(LoG2_R(RegionR(Image, 31, 7, 56, 15))), uLBP_R(Max_R(Sobel_R(Mean_R(Mean_R(SobelY_R(LoG1_R(RegionS(Mean(Image), 42, 60, 16)))))))), HOG(Image))"
STL10,gp_modified,2,43,6500,6500,2334,1770.6085530000273,359.2237787998747,1.0,1.0,1.0,1.0,0.43015384615384616,0.43015384615384616,0.43347459868583,0.43347459868583,1408.6130907535553,47.2,"FC4(SIFT(Image), RIF_R(LoG2_R(SobelX_R(SobelY_R(LoG1_R(Min_R(Min_R(RegionS(Mean(Image), 56, 23, 43)))))))), Hist(Image), HOG(Image))"
