dataset,method,fold,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,train_precision,train_recall,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,validation_precision,validation_recall
KSDD2,cnn,1,42,1668,1669,20,64,0.001,58.90915920003317,cpu,0.40145915800290144,0.31319243225047916,-0.08826672575242228,0.9052757793764988,0.5561797752808989,0.5758348301369334,0.8698664800704775,1.0,0.11235955056179775,0.9005392450569203,0.5361815085268163,0.5413256251324433,0.860653643386227,0.9285714285714286,0.07303370786516854
KSDD2,cnn,2,43,1669,1668,20,64,0.001,59.25610510003753,cpu,0.4325649412611132,0.2325809967150011,-0.19998394454611212,0.9346914319952067,0.6938202247191011,0.7617203923628348,0.9214327517420925,1.0,0.38764044943820225,0.9412470023980816,0.7247191011235955,0.794158091179715,0.9310238014765212,1.0,0.449438202247191
