metric,mean,std,n_folds
train_accuracy,0.7995652173913044,0.01896281418411146,5
train_balanced_accuracy,0.6616667274483616,0.044740988909385535,5
train_macro_f1,0.6808429013513102,0.054069443227005534,5
train_weighted_f1,0.769954603875874,0.03347111498633674,5
train_precision,0.8029837167320405,0.023111313806778472,5
train_recall,0.9624440052830978,0.012323272241640698,5
validation_accuracy,0.768695652173913,0.01539236875055278,5
validation_balanced_accuracy,0.62118388881966,0.03274125528682337,5
validation_macro_f1,0.6317473185501181,0.0419160260956888,5
validation_weighted_f1,0.7346154680085679,0.025236803695469823,5
validation_precision,0.7843048258731595,0.016077094775748098,5
validation_recall,0.9427338265983684,0.02164315247764984,5
