dataset,method,fold,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,train_precision,train_recall,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,validation_precision,validation_recall
KSDD2,mlp,1,42,1668,1669,50,64,0.001,34.80025160009973,cpu,0.3777958584918107,0.3336842402422743,-0.04411161824953641,0.8932853717026379,0.5,0.47181760607979734,0.842935531245681,0.0,0.0,0.8933493109646495,0.5,0.4718354430379747,0.8430277358533497,0.0,0.0
KSDD2,mlp,2,43,1669,1668,50,64,0.001,36.64906600001268,cpu,0.3731973911203118,0.3295139576759861,-0.04368343344432568,0.8933493109646495,0.5,0.4718354430379747,0.8430277358533497,0.0,0.0,0.8932853717026379,0.5,0.47181760607979734,0.842935531245681,0.0,0.0
