dataset,method,fold,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1
STL10,mlp,1,42,6500,6500,20,64,0.001,162.17025790014304,cpu,2.0204225146953876,1.1454921119396504,-0.8749304027557372,0.6249230769230769,0.6249230769230769,0.6193789966421932,0.6193789966421932,0.4163076923076923,0.41630769230769227,0.40688367888177773,0.40688367888177773
STL10,mlp,2,43,6500,6500,20,64,0.001,158.67828000010923,cpu,2.0362902975815995,1.1373815420590914,-0.8989087555225082,0.6096923076923076,0.6096923076923078,0.605662619158329,0.6056626191583291,0.4073846153846154,0.40738461538461535,0.39555197489291516,0.39555197489291516
