dataset,method,fold,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1
FEI,mlp,1,42,70,70,50,64,0.001,0.6437647000420839,cpu,2.3141835076468333,0.46905424083982195,-1.8451292668070114,0.9142857142857143,0.9142857142857143,0.9037696806117859,0.9037696806117859,0.7142857142857143,0.7142857142857142,0.6406499382969971,0.6406499382969971
FEI,mlp,2,43,70,70,50,64,0.001,0.5476464000530541,cpu,2.320260558809553,0.648811092547008,-1.671449466262545,0.8285714285714286,0.8285714285714286,0.7996516164994426,0.7996516164994426,0.7428571428571429,0.7428571428571428,0.7071327227983575,0.7071327227983575
