dataset,method,fold,seed,n_train,n_validation,n_features,feature_extraction_time,classifier_training_time,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,extractor_train_time,extractor_train_fitness,program
FEI,gp_modified,1,42,70,70,689,1.0795430999714881,0.026903700083494186,1.0,1.0,1.0,1.0,0.9714285714285714,0.9714285714285715,0.9700000000000001,0.9700000000000001,0.7849836349487305,95.71,"FC4(DIF_R(LoG2_R(RegionR(Image, 55, 53, 9, 48))), HOG_R(LoG2_R(RegionR(Image, 31, 7, 56, 15))), uLBP_R(Max_R(Sobel_R(Mean_R(Mean_R(SobelY_R(LoG1_R(RegionS(Mean(Image), 42, 60, 16)))))))), HOG(Image))"
FEI,gp_modified,2,43,70,70,778,1.416028899839148,0.02247109985910356,1.0,1.0,1.0,1.0,0.9571428571428572,0.9571428571428571,0.957948717948718,0.9579487179487179,1.0222551822662354,98.57,"FC4(SIFT(Image), RIF_R(LoG2_R(SobelX_R(SobelY_R(LoG1_R(Min_R(Min_R(RegionS(Mean(Image), 56, 23, 43)))))))), Hist(Image), HOG(Image))"
