dataset,method,fold,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1
FEI,cnn,1,42,70,70,2,64,0.001,0.1716955997981131,cpu,2.306130300249372,2.302582025527954,-0.0035482747214179433,0.11428571428571428,0.11428571428571428,0.040888888888888884,0.040888888888888884,0.1,0.1,0.018421052631578946,0.01842105263157895
FEI,cnn,2,43,70,70,2,64,0.001,0.14034419995732605,cpu,2.305939074925014,2.3016546249389647,-0.004284449986049488,0.1,0.1,0.01818181818181818,0.01818181818181818,0.1,0.1,0.01818181818181818,0.01818181818181818
