dataset,method,fold,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,train_precision,train_recall,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,validation_precision,validation_recall
MVTEC,cnn,1,42,862,863,50,64,0.001,51.44249280006625,cpu,0.5985389304824882,0.5114003426790791,-0.0871385878034091,0.7819025522041764,0.6154806662254276,0.626519907445818,0.737188122057886,0.779467680608365,0.9777424483306836,0.764774044032445,0.5863669098963217,0.5850027834038067,0.7100197692282999,0.7655860349127181,0.9761526232114467
MVTEC,cnn,2,43,863,862,50,64,0.001,64.20480710011907,cpu,0.6114094633768773,0.5187513795816194,-0.09265808379525786,0.7682502896871379,0.5927771663065781,0.5944015189968606,0.7159418100104172,0.7684605757196495,0.9761526232114467,0.7436194895591647,0.5676323887634163,0.5620834952036577,0.6916118803654249,0.7588832487309645,0.9507154213036566
